Magazine,Date,Author,Title,Url
techcrunch,2019-07-22T13:57:13Z,Steve O'Hear,Just Eat makes layoffs in UK and Ireland after customer and restaurant ops merged,http://techcrunch.com/2019/07/22/just-eat-layoffs/
techcrunch,2019-07-22T13:44:35Z,Rita Liao,China’s coffee upstart Luckin pushes into India and Middle East – TechCrunch,http://techcrunch.com/2019/07/22/luckin-enters-india-middle-east/
techcrunch,2019-07-22T13:37:46Z,Darrell Etherington,Microsoft invests $1 billion in OpenAI in new multiyear partnership,http://techcrunch.com/2019/07/22/microsoft-invests-1-billion-in-openai-in-new-multiyear-partnership/
techcrunch,2019-07-22T13:36:01Z,Zack Whittaker,FTC hits Equifax with fine of up to $700M for 2017 data breach,http://techcrunch.com/2019/07/22/equifax-fine-ftc/
techcrunch,2019-07-22T13:30:23Z,Kate Clark,Meet 500 Startups’ 25th batch of startups,http://techcrunch.com/2019/07/22/meet-500-startups-25th-batch-of-startups/
techcrunch,2019-07-22T13:00:42Z,Kate Clark,Airbnb introduces new search tools for business travelers - TechCrunch,http://techcrunch.com/2019/07/22/airbnb-introduces-new-search-tools-for-business-travelers/
techcrunch,2019-07-22T13:00:00Z,Frederic Lardinois,Adobe brings Alexa integration to its XD prototyping tool,http://techcrunch.com/2019/07/22/adobe-brings-alexa-integration-to-its-xd-prototyping-tool/
techcrunch,2019-07-22T12:53:18Z,Ron Miller,Box lands big financial services company with Morgan Stanley digital vault win,http://techcrunch.com/2019/07/22/box-lands-big-financial-services-company-with-morgan-stanley-digital-vault-win/
techcrunch,2019-07-22T10:32:17Z,Joe Cheravitch,Cyber threats from the U.S. and Russia are now focusing on civilian infrastructure – TechCrunch,http://techcrunch.com/2019/07/22/cyber-threats-from-the-u-s-and-russia-are-now-focusing-on-civilian-infrastructure/
techcrunch,2019-07-22T09:32:04Z,Manish Singh,"With Chandrayaan-2 launch, India’s ISRO shoots for the Moon on a shoe-string budget",http://techcrunch.com/2019/07/22/india-chandrayaan-2-launch-isro/
techcrunch,2019-07-22T09:27:13Z,Ingrid Lunden,Sennder raises $70M on $300M valuation to take on the freight forwarding industry,http://techcrunch.com/2019/07/22/sennder-raises-70m-on-300m-valuation-to-take-on-the-freight-forwarding-industry/
techcrunch,2019-07-22T08:54:33Z,Manish Singh,Visa invests in India-based B2B payments platform PayMate’s $25M round,http://techcrunch.com/2019/07/22/paymate-visa-seriesd/
techcrunch,2019-07-22T07:57:17Z,Ingrid Lunden,"UVeye snaps up $31M for its hyper-detailed, AI-based drive-thru vehicle-scanning platform",http://techcrunch.com/2019/07/22/uveye-snaps-up-31m-for-its-hyper-detailed-ai-based-drive-thru-vehicle-scanning-platform/
techcrunch,2019-07-22T07:40:00Z,Catherine Shu,Streaming video service Iflix raises more than $50 million led by Fidelity International as it prepares to go public,http://techcrunch.com/2019/07/22/streaming-video-service-iflix-raises-more-than-50-million-led-by-fidelity-international-as-it-prepares-to-go-public/
techcrunch,2019-07-22T06:02:39Z,Catherine Shu,China’s new Nasdaq-style board for tech shares starts trading with 25 companies listed,http://techcrunch.com/2019/07/21/chinas-new-nasdaq-style-board-for-tech-shares-starts-trading-with-25-companies-listed/
techcrunch,2019-07-22T04:28:46Z,Rita Liao,White Star Capital eyes Asia growth with new Hong Kong office – TechCrunch,http://techcrunch.com/2019/07/21/white-star-asia-office/
techcrunch,2019-07-22T03:51:59Z,Darrell Etherington,"Elon Musk says next Hyperloop competition will be in a six-mile, curved tunnel – TechCrunch",http://techcrunch.com/2019/07/21/elon-musk-says-next-hyperloop-competition-will-be-in-a-six-mile-curved-tunnel/
techcrunch,2019-07-22T02:26:47Z,Darrell Etherington,Team TUM wins SpaceX Hyperloop Pod Competition with record 288 mph top speed – TechCrunch,http://techcrunch.com/2019/07/21/team-tum-wins-spacex-hyperloop-pod-competition-with-record-288-mph-top-speed/
techcrunch,2019-07-22T00:32:01Z,Yung Wu,Cities must plan ahead for innovation without leaving people behind – TechCrunch,http://techcrunch.com/2019/07/21/cities-must-plan-ahead-for-innovation-without-leaving-people-behind/
techcrunch,2019-07-23T10:31:34Z,Tiffany Olson Kleemann,"As tech giants face Congressional investigation, states must step up regulatory oversight too - TechCrunch",http://techcrunch.com/2019/07/23/as-tech-giants-face-congressional-investigation-states-must-step-up-regulatory-oversight-too/
techcrunch,2019-07-23T10:30:19Z,Natasha Lomas,Facebook fails to keep Messenger Kids’ safety promise,http://techcrunch.com/2019/07/23/facebook-fails-to-keep-messenger-kids-safety-promise/
techcrunch,2019-07-23T09:49:48Z,Ingrid Lunden,"TrustRadius, a customer-generated B2B software review platform, raises $12.5M",http://techcrunch.com/2019/07/23/trustradius-a-customer-generated-b2b-software-review-platform-raises-12-5m/
techcrunch,2019-07-23T08:49:45Z,Mike Butcher,"It looks like TiTok has acquired Jukedeck, a pioneering music AI UK startup",http://techcrunch.com/2019/07/23/it-looks-like-titok-has-acquired-jukedeck-a-pioneering-music-ai-uk-startup/
techcrunch,2019-07-23T08:04:11Z,Steve O'hear,Legaltech startup Genie AI scores £2M seed for its ‘intelligent’ contract editor – TechCrunch,http://techcrunch.com/2019/07/23/genie-ai/
techcrunch,2019-07-23T07:30:42Z,Kirsten Korosec,Daimler and Bosch’s driverless parking feature can legally operate without human supervision – TechCrunch,http://techcrunch.com/2019/07/23/daimler-and-boschs-driverless-parking-feature-can-legally-operate-without-human-supervision/
techcrunch,2019-07-23T07:02:15Z,Steve O'hear,Berlin’s Visionaries Club outs two new €40M micro funds for seed and growth-stage B2B – TechCrunch,http://techcrunch.com/2019/07/23/visionaries-club/
techcrunch,2019-07-23T05:24:34Z,Catherine Shu,The cyber libel trial against independent news startup Rappler’s CEO and one of its former writers starts in Manila,http://techcrunch.com/2019/07/22/the-cyber-libel-trial-against-independent-news-startup-rapplers-ceo-and-one-of-its-former-writers-starts-in-manila/
techcrunch,2019-07-23T04:13:14Z,Manish Singh,US mobile bank MoneyLion raises $100 million at ‘near unicorn’ valuation,http://techcrunch.com/2019/07/22/us-mobile-bank-moneylion-raises-100-million-at-near-unicorn-valuation/
techcrunch,2019-07-23T00:35:54Z,Kirsten Korosec,Apple’s latest Tesla hire specializes in car interiors,http://techcrunch.com/2019/07/22/apples-latest-tesla-hire-specializes-in-car-interiors/
the-next-web,2019-07-22T23:57:19Z,,How to record vocals for music and spoken word,https://cc.thenextweb.com/post/186479749800/httpsthenextwebcomplugged20190722how-to-record
the-next-web,2019-07-22T23:54:55Z,Tristan Greene,How to record vocals for music and spoken word,https://thenextweb.com/?p=1230917
the-next-web,2019-07-22T23:54:55Z,Tristan Greene,How to record vocals for music and spoken word,https://thenextweb.com/plugged/2019/07/22/how-to-record-vocals-for-music-and-spoken-word/
the-next-web,2019-07-22T23:54:55Z,Tristan Greene,How to record vocals for music and spoken word,https://thenextweb.com/?p=1230917
the-next-web,2019-07-22T22:25:38Z,,Nintendo is facing a class-action lawsuit over ‘Joy-Con drift’,https://cc.thenextweb.com/post/186478039950/httpsthenextwebcomgaming20190722nintendo-switch
the-next-web,2019-07-22T22:21:18Z,Rachel Kaser,Nintendo is facing a class-action lawsuit over ‘Joy-Con drift’,https://thenextweb.com/?p=1230828
the-next-web,2019-07-22T19:41:16Z,,Review: Samsung’s Space Monitor saved me from cluttered-desk...,https://cc.thenextweb.com/post/186474571810/httpsthenextwebcomplugged20190722review-samsung
the-next-web,2019-07-22T19:39:07Z,Tristan Greene,Review: Samsung’s Space Monitor saved me from cluttered-desk hell,https://thenextweb.com/plugged/2019/07/22/review-samsungs-space-monitor-saved-me-from-cluttered-desk-hell/
the-next-web,2019-07-22T18:25:04Z,Napier Lopez,This site turns your selfies into Renaissance portraits,https://thenextweb.com/?p=1230872
the-next-web,2019-07-22T17:45:52Z,,"No, you don’t own your apps — here’s why it feels like you do",https://cc.thenextweb.com/post/186472489425/httpsthenextwebcomsyndication20190722no-you-don
the-next-web,2019-07-22T17:25:33Z,,"Dota 2 International prize pool surpasses $30M, becomes largest...",https://cc.thenextweb.com/post/186472136400/httpsthenextwebcomgaming20190722dota-2-internat
the-next-web,2019-07-22T17:24:05Z,Rachel Kaser,"Dota 2 International prize pool surpasses $30M, becomes largest in esports history",https://thenextweb.com/?p=1230508
the-next-web,2019-07-22T17:14:38Z,,Pixel 4 leaks show the notch will be replaced for a chunky...,https://cc.thenextweb.com/post/186471953925/httpsthenextwebcomplugged20190722pixel-4-leaks
the-next-web,2019-07-22T17:10:21Z,Napier Lopez,Pixel 4 leaks show the notch will be replaced for a chunky forehead with a neat trick,https://thenextweb.com/plugged/2019/07/22/pixel-4-leaks-show-the-notch-will-be-replaced-for-a-chunky-forehead-with-a-neat-trick/
the-next-web,2019-07-22T16:59:20Z,,Watch someone play GoldenEye with a piano as a controller,https://cc.thenextweb.com/post/186471692015/httpsthenextwebcominsider20190722watch-someone
the-next-web,2019-07-22T16:55:05Z,Napier Lopez,Watch someone play GoldenEye with a piano as a controller,https://thenextweb.com/?p=1230822
the-next-web,2019-07-22T16:54:03Z,,Indian government ban on ‘non-sovereign’ cryptocurrency would...,https://cc.thenextweb.com/post/186471602660/httpsthenextwebcomhardfork20190722indian-govern
the-next-web,2019-07-22T16:49:32Z,Yessi Bello Perez,Indian government ban on 'non-sovereign' cryptocurrency could carry 10 years in prison,https://thenextweb.com/hardfork/2019/07/22/indian-government-ban-cryptocurrency-jail-10-years/
the-next-web,2019-07-22T15:23:53Z,,Watch the first episode of ‘Hash It Out’ with eToro’s Yoni Assia...,https://cc.thenextweb.com/post/186470061800/httpsthenextwebcomhardfork20190722hash-it-out-e
the-next-web,2019-07-22T15:20:54Z,David Canellis,Watch the first episode of ‘Hash It Out’ with eToro’s Yoni Assia and IOTA’s Dominik Schiener,https://thenextweb.com/hardfork/2019/07/22/hash-it-out-etoro-iota-cryptocurrency-blockchain-video-series/
the-next-web,2019-07-22T14:15:39Z,,Five reasons future space travel should explore asteroids,https://cc.thenextweb.com/post/186468911860/httpsthenextwebcomsyndication20190722five-reaso
the-next-web,2019-07-22T14:14:21Z,The Conversation,Five reasons future space travel should explore asteroids,https://thenextweb.com/?p=1230804
the-next-web,2019-07-22T13:39:55Z,,UK MP on Libra: Facebook’s almost trying to turn itself into its...,https://cc.thenextweb.com/post/186468355780/httpsthenextwebcomhardfork20190722uk-mp-on-libr
the-next-web,2019-07-22T13:35:41Z,Yessi Bello Perez,UK MP on Libra: Facebook’s almost trying to turn itself into its own country,https://thenextweb.com/hardfork/2019/07/22/uk-mp-on-libra-facebooks-almost-trying-to-turn-itself-into-its-own-country/
the-next-web,2019-07-22T13:20:29Z,,The Jour mindfulness app helps you build a daily journaling...,https://cc.thenextweb.com/post/186468072245/httpsthenextwebcomtnw-answers20190722the-jour-m
the-next-web,2019-07-22T13:19:01Z,Georgina Ustik,The Jour mindfulness app helps you build a daily journaling habit,https://thenextweb.com/?p=1230770
the-next-web,2019-07-22T13:14:48Z,,Everything you need to know about China’s new Nasdaq-style STAR...,https://cc.thenextweb.com/post/186467991145/httpsthenextwebcombusiness20190722everything-yo
the-next-web,2019-07-22T13:14:47Z,,CHEAP: Bose’s bizarre SoundWear Companion wearable speaker is...,https://cc.thenextweb.com/post/186467991060/httpsthenextwebcomplugged20190722cheap-bose-sou
the-next-web,2019-07-22T13:11:14Z,Callum Booth,CHEAP: Bose’s bizarre SoundWear Companion wearable speaker is HALF PRICE!,https://thenextweb.com/plugged/2019/07/22/cheap-bose-soundwear-companion-wearable-speaker-deal-offer/
the-next-web,2019-07-22T13:10:17Z,Ravie Lakshmanan,Everything you need to know about China’s new Nasdaq-style STAR Market,https://thenextweb.com/?p=1230747
the-next-web,2019-07-22T13:01:18Z,,The Analog Motion E-Bike is the alternative to commute hell —...,https://cc.thenextweb.com/post/186467805395/httpsthenextwebcomoffers20190722the-analog-moti
the-next-web,2019-07-22T13:00:00Z,TNW Deals,The Analog Motion E-Bike is the alternative to commute hell — and it’s $130 off.,https://thenextweb.com/offers/2019/07/22/the-analog-motion-e-bike-is-the-alternative-to-commute-hell-and-its-130-off/
the-next-web,2019-07-22T12:35:09Z,,An introvert’s guide to professional networking,https://cc.thenextweb.com/post/186467447820/httpsthenextwebcompodium20190722an-introverts-g
the-next-web,2019-07-22T12:30:51Z,Nicole Friesen,An introvert’s guide to professional networking,https://thenextweb.com/podium/2019/07/22/an-introverts-guide-to-professional-networking/
the-next-web,2019-07-22T12:04:17Z,Tnw Deals,Pay what you want for these AWS eBooks and kickstart a new career,https://thenextweb.com/offers/2019/07/22/pay-what-you-want-for-these-aws-ebooks-and-kickstart-a-new-career/
the-next-web,2019-07-22T12:04:01Z,,Pay what you want for these AWS eBooks and kickstart a new...,https://cc.thenextweb.com/post/186467045550/httpsthenextwebcomoffers20190722pay-what-you-wa
the-next-web,2019-07-22T11:23:07Z,,This new podcast tells the stories of sexual assault survivors...,https://cc.thenextweb.com/post/186466529395/httpsthenextwebcomcode-word20190722this-new-pod
the-next-web,2019-07-22T11:21:09Z,Cara Curtis,This new podcast tells the stories of sexual assault survivors overcoming their trauma,https://thenextweb.com/?p=1230728
the-next-web,2019-07-22T09:52:29Z,,India’s Chandrayaan-2 rocket launch is a success,https://cc.thenextweb.com/post/186465535520/httpsthenextwebcomin20190722indias-chandrayaan
the-next-web,2019-07-22T09:52:28Z,,‘Bitcoin playboy’ given suspended jail sentence for...,https://cc.thenextweb.com/post/186465535380/httpsthenextwebcomhardfork20190722bitcoin-playb
the-next-web,2019-07-22T09:51:49Z,Matthew Beedham,‘Bitcoin playboy’ given suspended jail sentence for cryptocurrency publicity stunt,https://thenextweb.com/hardfork/2019/07/22/bitcoin-playboy-suspended-sentence-stunt/
the-next-web,2019-07-22T09:50:36Z,Ivan Mehta,India’s Chandrayaan-2 rocket launch is a success,https://thenextweb.com/?p=1230596
the-next-web,2019-07-22T08:06:06Z,,Moonday Morning: South Korea lost $2.3 billion to cryptocurrency...,https://cc.thenextweb.com/post/186464316130/httpsthenextwebcomhardfork20190722moonday-morni
the-next-web,2019-07-22T08:04:31Z,Matthew Beedham,Moonday Morning: South Korea lost $2.3 billion to cryptocurrency crimes over last 2 years,https://thenextweb.com/hardfork/2019/07/22/moonday-morning-south-korea-2-3-billion-cryptocurrency-crime/
the-next-web,2019-07-22T07:20:45Z,,How to watch India’s Chandrayaan-2 lunar mission launch live,https://cc.thenextweb.com/post/186463759220/httpsthenextwebcomin20190722how-to-watch-indias
the-next-web,2019-07-22T07:16:44Z,Ravie Lakshmanan,How to watch India's Chandrayaan-2 lunar mission launch live,https://thenextweb.com/?p=1230628
the-next-web,2019-07-22T06:32:53Z,,Who’s responsible for domestic abuse witnessed by online tutors?,https://cc.thenextweb.com/post/186463128565/httpsthenextwebcomasia20190722whos-responsible
the-next-web,2019-07-22T06:30:05Z,Abhimanyu Ghoshal,Who’s responsible for domestic abuse witnessed by online tutors?,https://thenextweb.com/?p=1230613
the-next-web,2019-07-22T05:37:29Z,,BBC: Russia is working on a Tor de-anonymization project,https://cc.thenextweb.com/post/186462308850/httpsthenextwebcomsecurity20190722bbc-russia-is
the-next-web,2019-07-22T05:36:31Z,Ravie Lakshmanan,BBC: Russia is working on a Tor de-anonymization project,https://thenextweb.com/?p=1230603
the-next-web,2019-07-23T10:54:02Z,Ivan Mehta,This bot smushes emoji together to create messed-up hybrids (that we love),https://thenextweb.com/?p=1230990
the-next-web,2019-07-23T10:05:50Z,David Canellis,Federal judge refuses to dismiss $224M lawsuit against AT&T for SIM-swap bungle,https://thenextweb.com/hardfork/2019/07/23/att-sim-swap-cryptocurrency-truglia-terpin-federal-court-judge-224m-lawsuit/
the-next-web,2019-07-23T09:50:45Z,Mix,Microsoft sinks $1B into OpenAI to build 'supercomputer AI' for Azure,https://thenextweb.com/?p=1231059
the-next-web,2019-07-23T09:37:51Z,,Apple files patent for mixed reality headset that can track your...,https://cc.thenextweb.com/post/186488990280/httpsthenextwebcomplugged20190723apple-files-pa
the-next-web,2019-07-23T09:36:28Z,Ravie Lakshmanan,Apple files patent for mixed reality headset that can track your facial expressions,https://thenextweb.com/plugged/2019/07/23/apple-files-patent-for-mixed-reality-headset-that-can-track-your-facial-expressions/
the-next-web,2019-07-23T08:26:27Z,,Slack now loads 33% faster – and eats up 50% less of your RAM,https://cc.thenextweb.com/post/186488124795/httpsthenextwebcomapps20190723slack-ram-faster
the-next-web,2019-07-23T08:24:31Z,Mix,Slack now loads 33% faster – and eats up 50% less of your RAM,https://thenextweb.com/?p=1230999
the-next-web,2019-07-23T08:17:07Z,,UK watchdog warns financial advisors of fake Bitcoin email...,https://cc.thenextweb.com/post/186488018625/httpsthenextwebcomhardfork20190723fca-watchdog
the-next-web,2019-07-23T08:12:58Z,Matthew Beedham,UK watchdog warns financial advisors of fake Bitcoin email campaign,https://thenextweb.com/hardfork/2019/07/23/fca-watchdog-as-fake-email-financial-advisors/
the-next-web,2019-07-23T08:12:21Z,,Review: The Doogee S40 is a rugged phone you’ll want to break...,https://cc.thenextweb.com/post/186487965540/httpsthenextwebcomplugged20190723review-the-doo
the-next-web,2019-07-23T08:07:24Z,Matthew Hughes,Review: The Doogee S40 is a rugged phone you’ll want to break (cause it’s crap),https://thenextweb.com/plugged/2019/07/23/review-the-doogee-s40-is-a-rugged-phone-youll-want-to-break-cause-its-crap/
the-next-web,2019-07-23T06:39:54Z,,Equifax to pay $700m for breach that exposed 147 million...,https://cc.thenextweb.com/post/186486855025/httpsthenextwebcomsecurity20190723equifax-to-pa
the-next-web,2019-07-23T06:37:28Z,Ravie Lakshmanan,Equifax to pay $700m for breach that exposed 147 million Americans’ data,https://thenextweb.com/?p=1230975
the-next-web,2019-07-23T06:01:53Z,,"Away’s Aluminum Edition ‘smart’ suitcase is beautiful, but not...",https://cc.thenextweb.com/post/186486344380/httpsthenextwebcomplugged20190723aways-aluminum
the-next-web,2019-07-23T06:00:49Z,Georgina Ustik,"Away’s Aluminum Edition ‘smart’ suitcase is beautiful, but not worth the ca$h",https://thenextweb.com/plugged/2019/07/23/aways-aluminum-edition-smart-suitcase-is-beautiful-but-not-worth-the-cah/
the-next-web,2019-07-23T05:15:32Z,,Executives are out of touch with the human effects of digital...,https://cc.thenextweb.com/post/186485660280/httpsthenextwebcompodium20190723executives-are
the-next-web,2019-07-23T05:09:16Z,Brian Solis,Executives are out of touch with the human effects of digital darwinism,https://thenextweb.com/podium/2019/07/23/executives-are-out-of-touch-with-the-human-effects-of-digital-darwinism/
the-next-web,2019-07-23T05:05:36Z,,Facebook’s Messenger Kids failed to do its only job of keeping...,https://cc.thenextweb.com/post/186485506160/httpsthenextwebcomfacebook20190723facebooks-mes
the-next-web,2019-07-23T05:00:43Z,Ivan Mehta,Facebook’s Messenger Kids failed to do its only job of keeping tabs on children’s chats,https://thenextweb.com/facebook/2019/07/23/facebooks-messenger-kids-failed-to-do-its-only-job-of-keeping-tabs-on-childrens-chats/
the-next-web,2019-07-23T00:16:30Z,,How (and why) to reset the SMC in a MacBook (2019 edition),https://cc.thenextweb.com/post/186480101480/httpsthenextwebcombasics20190723how-and-why-to
the-next-web,2019-07-23T00:14:11Z,Bryan Clark,How to reset the SMC in a MacBook (and why you might want to),https://thenextweb.com/basics/2019/07/23/how-and-why-to-reset-the-smc-in-a-mac/
